1,2,0.000289183,0.000475417
1,3,0.000328467,0.000662892
4,1,0.000961394,0.001996898
5,2,0.247364266,0.139251062
5,6,0.027863723,0.004373436
6,7,0.398977986,0.066484391
7,8,0.067883681,0.012975432
5,9,0.208766667,0.063536421
9,10,0.066111111,0.020120374
11,10,0.095,0.029226847
11,12,0.090711111,0.028244336
12,13,0.067577778,0.020566742
13,14,0.156288264,0.029873274
14,15,0.075133333,0.022866213
15,16,0.219155556,0.066698194
16,17,0.0978,0.029764627
17,18,0.235416667,0.023420137
12,19,0.294904514,0.052741123
11,20,0.139822222,0.043160902
20,21,0.137592431,0.026299712
5,22,0.239918542,0.041684789
5,23,0.043220833,0.024010276
24,23,0.090162882,0.014582553
24,25,0.04400441,0.008386089
25,26,0.074835486,0.012553608
26,27,0.169541493,0.026580165
2,3,0.032371494,0.017194544
28,2,0.015817569,0.008259662
29,28,0.04492691,0.022563835
29,30,0.049522083,0.026264914
31,30,0.044647396,0.026960865
31,32,0.00984809,0.006746897
32,33,0.014038229,0.008455466
34,33,0.04824875,0.025954464
34,35,0.033796771,0.016953801
36,2,0.090628368,0.047669523
36,34,0.014013646,0.009037206
36,37,0.170242083,0.085905542
38,2,0.025255833,0.014019794
38,39,0.021056806,0.010625128
40,39,0.020606771,0.010398344
6,41,0.142377674,0.024212407
42,41,0.149054757,0.025026167
42,43,0.074605278,0.014260213
5,44,0.135366736,0.022557072
44,22,0.101668611,0.016544849
22,45,0.183953646,0.030653436
5,46,0.042744444,0.013008921
23,46,0.052677778,0.016032049
5,47,0.506677778,0.154203221
5,48,0.263688889,0.080251548
49,48,0.074255556,0.022599069
50,49,0.099855556,0.030390218
51,50,0.145711111,0.04434598
52,51,0.075566667,0.022998094
52,17,0.1074,0.033507049
49,53,0.109838021,0.01830305
53,54,0.244916667,0.024365233
55,48,0.416416667,0.041426699
5,56,0.0834,0.025382105
56,57,0.114890347,0.018636517
57,58,0.15733434,0.025462281
59,58,0.557958333,0.055507797
57,25,0.219097604,0.046946193
60,2,0.084021528,0.046676104
61,60,0.0304425,0.016911586
62,61,0.022760694,0.012644147
63,2,0.050245903,0.02779055
64,63,0.09060441,0.049270645
65,64,0.036736667,0.016807521
65,66,0.028608229,0.014435945
67,66,0.165348924,0.035577555
68,67,0.142671424,0.03071594
64,69,0.064307361,0.035724381
62,69,0.079568472,0.044202318
69,70,0.054618611,0.025385814
70,71,0.025356597,0.011398854
72,2,0.006648256,0.003693276
73,74,0.050230694,0.027904433
74,2,0.025733194,0.014295446
75,73,0.012142083,0.006888378
72,76,0.049057639,0.027252771
75,76,0.048884444,0.027444975
77,2,0.574452639,0.105789533
75,77,0.222536944,0.036927022
75,78,0.647027222,0.139436645
78,79,0.238282847,0.039368737
80,79,0.247356632,0.046012115
81,2,0.046489327,0.025826008
77,82,0.154396424,0.024971407
83,3,0.071801944,0.037280778
83,84,0.145632326,0.039760018
84,85,0.0665,0.020238729
86,85,0.14211059,0.027163323
87,85,0.108955556,0.033159729
87,88,0.174583472,0.031018428
88,89,0.202983333,0.033824481
90,87,0.030888889,0.00940078
91,90,0.089866667,0.027350182
91,92,0.1394175,0.026613653
93,91,0.069133333,0.021040162
93,94,0.089666667,0.027289314
95,94,0.085977778,0.026166631
96,95,0.155377778,0.047287951
97,96,0.253416667,0.025210845
98,96,0.129112535,0.021514892
99,98,0.204941944,0.034150857
99,100,0.330416667,0.032871095
84,101,0.18617934,0.030111838
101,102,0.168462813,0.027255389
103,102,0.143077778,0.043544547
104,103,0.362375,0.03605043
103,105,0.122079306,0.067922978
106,105,0.153704931,0.026831274
105,107,0.065530486,0.015646549
107,108,0.087890938,0.019427151
109,3,0.353377431,0.177703643
109,110,0.221488889,0.067408325
111,110,0.078588889,0.023917883
111,112,0.108177778,0.032923018
112,113,0.105922222,0.032236559
114,113,0.100433333,0.031636165
114,115,0.108611458,0.034103843
115,116,0.129112535,0.021514892
115,117,0.093466667,0.028445812
117,118,0.038955556,0.011855803
119,118,0.119226771,0.024668375
119,120,0.135365833,0.027551986
121,120,0.259122222,0.078861721
122,121,0.17948,0.029907962
114,123,0.064567396,0.01234155
113,124,0.088722222,0.02700188
124,125,0.155555556,0.047342056
125,126,0.112988889,0.034387241
127,126,0.136781667,0.03022583
128,127,0.088768194,0.019174514
128,129,0.016311111,0.005924956
80,110,0.2206,0.067137799
80,130,0.429416667,0.042719988
131,109,0.326019722,0.053741415
132,3,0.142785278,0.068693432
133,132,0.077233333,0.023505331
133,134,0.1178,0.035851463
134,135,0.089677778,0.027292695
135,136,0.084344444,0.025669539
137,136,0.114422222,0.034823464
137,138,0.095366667,0.029024062
138,139,0.0683,0.020911008
139,140,0.142166667,0.044101089
140,141,0.137922222,0.041975496
142,141,0.093588889,0.02848301
142,143,0.098411111,0.029950614
143,95,0.145211111,0.044193809
144,142,0.168351528,0.02805355
145,144,0.333083333,0.033136385
146,142,0.106777778,0.03249694
147,146,0.096511111,0.029372364
146,148,0.352625,0.035080463
141,149,0.064777778,0.019714585
150,149,0.119244444,0.036291067
150,151,0.168062188,0.028005335
150,152,0.088344444,0.026886906
152,153,0.128155556,0.039003091
153,154,0.016778264,0.008928668
155,153,0.120625903,0.064191901
156,153,0.096222222,0.029284443
156,157,0.016274028,0.010763445
158,156,0.11188625,0.074000215
158,159,0.056621667,0.00943525
158,160,0.090421528,0.059803707
161,159,0.515041667,0.051238285
162,161,0.141331597,0.023551037
160,163,0.022489063,0.022701825
160,147,0.059340625,0.039665116
155,164,0.102819444,0.054716072
155,165,0.154930208,0.082447172
166,136,0.249375,0.024808764
167,3,0.042019306,0.023342797
168,167,0.0206,0.009225701
169,168,0.056800208,0.025753315
169,170,0.060433819,0.027241972
170,171,0.074968264,0.033727724
172,3,0.183204209,0.124319448
173,172,0.064433333,0.019609756
174,172,0.067288889,0.020478821
175,172,0.032944444,0.010026371
176,172,0.001111111,0.000338158
177,172,0.034911111,0.01062491
178,3,0.400299236,0.173651861
179,178,0.086705972,0.039369065
179,180,0.052424861,0.019690041
179,181,0.045055556,0.013712288
181,182,0.043315764,0.018144007
182,183,0.119777778,0.036453383
183,184,0.107988889,0.032865532
184,185,0.077922222,0.023714988
186,185,0.142655556,0.043416047
186,187,0.222243889,0.036331319
187,188,0.070722222,0.021523728
189,188,0.088977778,0.027079656
189,190,0.100177778,0.030488284
191,190,0.210241563,0.056132079
191,192,0.133666667,0.040680352
121,192,0.126463958,0.024172592
