0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.0922,0.047,0,0,0,0,0,0,1,-360,360
1,2,0.493,0.2511,0,0,0,0,0,0,1,-360,360
2,3,0.366,0.1864,0,0,0,0,0,0,1,-360,360
3,4,0.3811,0.1941,0,0,0,0,0,0,1,-360,360
4,5,0.819,0.707,0,0,0,0,0,0,1,-360,360
5,6,0.1872,0.6188,0,0,0,0,0,0,1,-360,360
6,7,1.7114,1.2351,,,,,,,,,
7,8,1.03,0.74,0,0,0,0,0,0,1,-360,360
8,9,1.044,0.74,0,0,0,0,0,0,1,-360,360
9,10,0.1966,0.065,0,0,0,0,0,0,1,-360,360
10,11,0.3744,0.1238,0,0,0,0,0,0,1,-360,360
11,12,1.468,1.155,0,0,0,0,0,0,1,-360,360
12,13,0.5416,0.7129,0,0,0,0,0,0,1,-360,360
13,14,0.591,0.526,0,0,0,0,0,0,1,-360,360
14,15,0.7463,0.545,0,0,0,0,0,0,1,-360,360
15,16,1.289,1.721,0,0,0,0,0,0,1,-360,360
16,17,0.732,0.574,0,0,0,0,0,0,1,-360,360
1,18,0.164,0.1565,0,0,0,0,0,0,1,-360,360
18,19,1.5042,1.3554,0,0,0,0,0,0,1,-360,360
19,20,0.4095,0.4784,0,0,0,0,0,0,1,-360,360
20,21,0.7089,0.9373,0,0,0,0,0,0,1,-360,360
24,28,0.4512,0.3083,0,0,0,0,0,0,1,-360,360
22,23,0.898,0.7091,0,0,0,0,0,0,1,-360,360
23,24,0.896,0.7011,0,0,0,0,0,0,1,-360,360
5,25,0.203,0.1034,0,0,0,0,0,0,1,-360,360
25,26,0.2842,0.1447,0,0,0,0,0,0,1,-360,360
26,27,1.059,0.9337,0,0,0,0,0,0,1,-360,360
27,28,0.8042,0.7006,0,0,0,0,0,0,1,-360,360
28,29,0.5075,0.2585,0,0,0,0,0,0,1,-360,360
29,30,0.9744,0.963,0,0,0,0,0,0,1,-360,360
30,31,0.3105,0.3619,0,0,0,0,0,0,1,-360,360
31,32,0.341,0.5302,0,0,0,0,0,0,1,-360,360
