0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.002975207,0.001071074,0,0,0,0,0,0,1,-360,360
1,2,0.002727273,0.000981818,0,0,0,0,0,0,1,-360,360
1,3,0.003719008,0.001338843,0,0,0,0,0,0,1,-360,360
3,4,0.001239669,0.00446281,0,0,0,0,0,0,1,-360,360
4,5,0.001239669,0.00446281,0,0,0,0,0,0,1,-360,360
5,6,0.001239669,0.001033058,0,0,0,0,0,0,1,-360,360
6,7,0.001487603,0.001157025,0,0,0,0,0,0,1,-360,360
7,8,0.001735537,0.005206612,0,0,0,0,0,0,1,-360,360
1,9,0.013719008,0.011107438,0,0,0,0,0,0,1,-360,360
9,10,0.009256198,0.006520661,0,0,0,0,0,0,1,-360,360
10,11,0.015454545,0.025867769,0,0,0,0,0,0,1,-360,360
11,12,0.011735537,0.012495868,0,0,0,0,0,0,1,-360,360
12,13,0.014876033,0.009752066,0,0,0,0,0,0,1,-360,360
13,14,0.012396694,0.003719008,0,0,0,0,0,0,1,-360,360
14,15,0.01322314,0.014876033,0,0,0,0,0,0,1,-360,360
15,16,0.012975207,0.014132231,0,0,0,0,0,0,1,-360,360
10,17,0.018016529,0.023553719,0,0,0,0,0,0,1,-360,360
17,18,0.009752066,0.015289256,0,0,0,0,0,0,1,-360,360
18,19,0.01322314,0.016198347,0,0,0,0,0,0,1,-360,360
19,20,0.009917355,0.015619835,0,0,0,0,0,0,1,-360,360
20,21,0.009917355,0.006520661,0,0,0,0,0,0,1,-360,360
21,22,0.116528926,0.059752066,0,0,0,0,0,0,1,-360,360
22,23,0.024214876,0.011140496,0,0,0,0,0,0,1,-360,360
23,24,0.010991736,0.008595041,0,0,0,0,0,0,1,-360,360
24,25,0.014710744,0.01107438,0,0,0,0,0,0,1,-360,360
25,26,0.014710744,0.01107438,0,0,0,0,0,0,1,-360,360
3,27,0.001239669,0.002446281,0,0,0,0,0,0,1,-360,360
27,28,0.000991736,0.002280992,0,0,0,0,0,0,1,-360,360
28,29,0.009917355,0.022859504,0,0,0,0,0,0,1,-360,360
29,30,0.017355372,0.020082645,0,0,0,0,0,0,1,-360,360
30,31,0.009917355,0.00446281,0,0,0,0,0,0,1,-360,360
31,32,0.014710744,0.019338843,0,0,0,0,0,0,1,-360,360
32,33,0.014710744,0.019338843,0,0,0,0,0,0,1,-360,360
33,34,0.012727273,0.01338843,0,0,0,0,0,0,1,-360,360
29,35,0.015454545,0.021570248,0,0,0,0,0,0,1,-360,360
35,36,0.010991736,0.008181818,0,0,0,0,0,0,1,-360,360
28,37,0.027272727,0.016033058,0,0,0,0,0,0,1,-360,360
37,38,0.025619835,0.016033058,0,0,0,0,0,0,1,-360,360
38,39,0.010743802,0.016033058,0,0,0,0,0,0,1,-360,360
39,40,0.023140496,0.012396694,0,0,0,0,0,0,1,-360,360
40,41,0.097520661,0.070247934,0,0,0,0,0,0,1,-360,360
41,42,0.034710744,0.020132231,0,0,0,0,0,0,1,-360,360
42,43,0.02231405,0.008033058,0,0,0,0,0,0,1,-360,360
43,44,0.028016529,0.010090909,0,0,0,0,0,0,1,-360,360
44,45,0.02231405,0.014702479,0,0,0,0,0,0,1,-360,360
34,46,0.017355372,0.011429752,0,0,0,0,0,0,1,-360,360
46,47,0.009917355,0.006520661,0,0,0,0,0,0,1,-360,360
47,48,0.012396694,0.008157025,0,0,0,0,0,0,1,-360,360
48,49,0.012396694,0.008157025,0,0,0,0,0,0,1,-360,360
49,50,0.019834711,0.013066116,0,0,0,0,0,0,1,-360,360
50,51,0.009917355,0.006520661,0,0,0,0,0,0,1,-360,360
51,52,0.033471074,0.012049587,0,0,0,0,0,0,1,-360,360
52,53,0.033471074,0.012049587,0,0,0,0,0,0,1,-360,360
28,54,0.03231405,0.011652893,0,0,0,0,0,0,1,-360,360
54,55,0.033553719,0.01207438,0,0,0,0,0,0,1,-360,360
55,56,0.033553719,0.01207438,0,0,0,0,0,0,1,-360,360
56,57,0.058347107,0.045132231,0,0,0,0,0,0,1,-360,360
57,58,0.027933884,0.010066116,0,0,0,0,0,0,1,-360,360
58,59,0.027933884,0.010066116,0,0,0,0,0,0,1,-360,360
59,60,0.017107438,0.006173554,0,0,0,0,0,0,1,-360,360
60,61,0.020413223,0.073735537,0,0,0,0,0,0,1,-360,360
0,62,0.00231405,0.003454545,0,0,0,0,0,0,1,-360,360
62,63,0.009669421,0.016661157,0,0,0,0,0,0,1,-360,360
63,64,0.02107438,0.007586777,0,0,0,0,0,0,1,-360,360
64,65,0.017355372,0.006272727,0,0,0,0,0,0,1,-360,360
65,66,0.031652893,0.011404959,0,0,0,0,0,0,1,-360,360
66,67,0.041652893,0.027297521,0,0,0,0,0,0,1,-360,360
67,68,0.033553719,0.01207438,0,0,0,0,0,0,1,-360,360
68,69,0.079504132,0.062892562,0,0,0,0,0,0,1,-360,360
69,70,0.013636364,0.004958678,0,0,0,0,0,0,1,-360,360
70,71,0.025041322,0.009024793,0,0,0,0,0,0,1,-360,360
71,72,0.025041322,0.009024793,0,0,0,0,0,0,1,-360,360
72,73,0.017024793,0.011900826,0,0,0,0,0,0,1,-360,360
73,74,0.019256198,0.006942149,0,0,0,0,0,0,1,-360,360
74,75,0.048842975,0.014652893,0,0,0,0,0,0,1,-360,360
75,76,0.010413223,0.003743802,0,0,0,0,0,0,1,-360,360
63,77,0.046198347,0.030471074,0,0,0,0,0,0,1,-360,360
77,78,0.015371901,0.010140496,0,0,0,0,0,0,1,-360,360
78,79,0.015371901,0.010140496,0,0,0,0,0,0,1,-360,360
79,80,0.021487603,0.011487603,0,0,0,0,0,0,1,-360,360
80,81,0.012727273,0.012231405,0,0,0,0,0,0,1,-360,360
81,82,0.019008264,0.010578512,0,0,0,0,0,0,1,-360,360
82,83,0.020826446,0.008760331,0,0,0,0,0,0,1,-360,360
83,84,0.014876033,0.012231405,0,0,0,0,0,0,1,-360,360
78,85,0.01322314,0.015041322,0,0,0,0,0,0,1,-360,360
85,86,0.016528926,0.019008264,0,0,0,0,0,0,1,-360,360
