feasibility_error_rp,optimality_error_rp,feasibility_error_no_rp,optimality_error_no_rp
2.6628342121930826e-07,0.005006351204563774,6.831112735705897e-07,0.0
1.9466679066059746e-07,0.0036006101464633126,5.461598696220827e-07,0.0
1.7406362102388987e-07,0.015267742990369598,6.064256653977717e-07,0.008997391614417243
1.3856250150245432e-07,0.016510638697159824,6.609909509545555e-07,0.009982324493153425
2.1730416348726497e-07,0.023432503389417637,5.589309377736508e-07,0.015714876432084655
2.0797290540976945e-07,0.0233405858114163,5.496013689685186e-07,0.015883381496250293
1.758075376680481e-07,0.012647629225838092,7.040168146064167e-07,0.00737649447992572
2.408165346691249e-07,0.015902872911693147,6.854996116782972e-07,0.007110107161341887
2.1689778720266723e-07,0.012223922929635877,5.343117006587361e-07,0.00557640295544663
2.4029352211354784e-07,0.010984405883523108,6.618385910126102e-07,0.0029252275570099944
1.492331993567423e-07,0.015050451006857729,4.6727030352116197e-07,0.006962092334801211
1.347757812775863e-07,0.012985830404122774,4.5257499081002447e-07,0.007377671555609866
1.668811508632304e-07,0.024224250590307687,5.574968438330146e-07,0.018101082039345972
2.3707566695208174e-07,0.011451581511076687,4.059322112924139e-07,0.005305980777537378
2.671101782539997e-07,0.020855924674961408,4.5534787707535966e-07,0.01563719118694596
1.9652510245634326e-07,0.02241883277182441,5.043892026147291e-07,0.01478015542747856
2.476686005009511e-07,0.014724437864489213,5.091749648457384e-07,0.008330985089408134
1.1760229157869591e-07,0.01717723976779135,5.156556039680142e-07,0.008914450416221673
1.3633801559141758e-07,0.015774273535044136,4.0862828051963844e-07,0.008706752714030767
1.904450081620071e-07,0.017755139118804584,4.1084848093115237e-07,0.009831701843593782
2.3003091929382234e-07,0.016253680547347393,7.465552623575961e-07,0.008758171950537047
3.033975954440392e-07,0.013558429101869671,6.458863111763526e-07,0.007001453236365194
1.626993446916857e-07,0.0123621907612069,5.353670109908392e-07,0.0031424189716242855
6.50073211375829e-08,0.012268804557801744,2.84130344792097e-07,0.008532602349127371
1.9029356806111424e-07,0.01450507234500401,4.999999454668453e-07,0.004931492596210637
2.8737759757647833e-07,0.013678153668137495,6.64510237912347e-07,0.0037123804506176625
1.8835060918006462e-07,0.011798161325088341,4.3564103790474226e-07,0.006301787450736576
1.8088511694962996e-07,0.012581496604337189,5.852612684868046e-07,0.006394736350696002
1.2088568437371264e-07,0.016054066081127045,4.2480372246397976e-07,0.009551655957667233
2.477325111491068e-07,0.01640212620951522,5.834387894860688e-07,0.009907677267224342
2.304818061374136e-07,0.019892704010740163,5.342899626061851e-07,0.012191382689369331
1.6420375842689174e-07,0.012515606958957714,7.205095225559766e-07,0.003146936130107513
8.40296539579821e-08,0.02001679668198827,4.4836037900270275e-07,0.012481363589904175
2.6192699446493714e-07,0.025330071460158057,5.188155452339283e-07,0.016376054006907552
1.5787968527959669e-07,0.021033721497503308,6.082332087280311e-07,0.015192593309450081
1.7436432070373237e-07,0.01934895725419357,4.1446767303050696e-07,0.011393653478559099
1.7510417830013852e-07,0.022088300389628692,5.623142525148459e-07,0.01285481968803505
1.6839004308992463e-07,0.01456576310659962,3.324733983140207e-07,0.006282025459189143
1.697317821640443e-07,0.018514168009178968,3.987903639748345e-07,0.011613880157660812
1.6076458558327051e-07,0.018275991109245958,5.467397022823262e-07,0.00953568864668339
1.3323349632281832e-07,0.02292837284109972,5.749359565122218e-07,0.013701065615212745
1.3041480016233882e-07,0.019288569697659026,5.13766872873007e-07,0.012069426612261378
1.4056116030160054e-07,0.014362863374178797,4.943812669794286e-07,0.0071461305953483
1.5681262989509674e-07,0.02547379824649646,4.915506916380258e-07,0.01684047159051709
4.016850621319218e-07,0.018471212660090334,6.152751432345022e-07,0.009905530583649626
2.102534272080035e-07,0.013185548104458928,5.01906064031287e-07,0.005944480457819061
1.5364353502743995e-07,0.028187763740403986,4.719665705149094e-07,0.017781332240779865
2.3633323027171776e-07,0.01614506867730646,7.108230934009551e-07,0.005815166105441274
3.135052550414755e-07,0.012627341742522625,7.145806303141015e-07,0.003595548265214356
1.0194008951836605e-08,0.01575318267574227,1.9450919149241209e-07,0.007672800933736585
2.3402659612463335e-07,0.01594655334261257,6.330920285819342e-07,0.008854053039134254
1.7426805295316227e-07,0.020734109194733168,5.003653147238558e-07,0.015835423823806826
1.5793475622339041e-07,0.00790895928370346,4.5400378343031135e-07,0.0018465368861791814
1.7641791305775424e-07,0.018231175458245513,6.050745527377447e-07,0.010251603668894856
1.611356252492077e-07,0.010761025801231741,6.329376476858562e-07,0.0030469509009950135
3.01424304917219e-07,0.020092610147612266,7.629659089420796e-07,0.01052560180363587
1.7692618640696986e-07,0.008400912915677312,4.5629615691031706e-07,0.0006877858001863345
2.9452584661197844e-07,0.020189056883791762,6.284295827428907e-07,0.011966977108519022
1.3708833571773063e-07,0.011609643845622849,5.36892483828002e-07,0.004539395392064251
1.5298750551932225e-07,0.019418345348277147,6.190836645029079e-07,0.010181598277207684
1.587415908105665e-07,0.006765019343667485,4.751574583923192e-07,6.521688695816652e-05
1.8063024658919595e-07,0.019018345608310464,5.272467500341448e-07,0.014227768924980698
1.739583177292468e-07,0.01613343027199425,4.2584379958507977e-07,0.00825027827534346
2.1144763394782486e-07,0.014315193538079009,4.5408596126932934e-07,0.007393767772098184
2.1431596536017586e-07,0.021470296488993228,6.636385956320034e-07,0.015092275551873341
1.1347709075033696e-07,0.024607732107433652,6.187440514405909e-07,0.016173586450415976
3.014165362024226e-08,0.013995148040428356,3.8845181713189324e-07,0.006739088590771373
1.162933330507839e-07,0.021301117333193145,5.852692348805674e-07,0.013646592879984482
7.235546046522013e-08,0.018952355158274214,4.752847327587218e-07,0.011458127929388337
1.3660981763894726e-07,0.022317497446226308,4.359510700725114e-07,0.013182902745435418
1.7273799366110056e-07,0.013412228232056601,5.75642528491449e-07,0.00578015679932814
1.5858657430190314e-07,0.011219440559081478,6.825591076429995e-07,0.004479418166235769
2.0437752718728056e-07,0.009864538637383947,5.664107758098493e-07,0.004920236842360624
2.7073846834020904e-07,0.0150165989877482,7.974486822146619e-07,0.009145611544389545
1.7526311980691086e-07,0.019338467931351293,2.714294473456812e-07,0.015716803514929503
1.8964987052069732e-07,0.024798285527250736,6.399372947762315e-07,0.01567435841999891
2.7589733090284414e-07,0.02091022911578162,6.505733496405442e-07,0.014875427988071385
0.0,0.019012628825567035,3.3495376076812193e-07,0.011679795700392686
1.8510224742404646e-07,0.012153491506019222,5.602632732693155e-07,0.008600819866864154
5.415101230592571e-08,0.010181774249340905,2.1536378009889313e-07,0.0009806962034514255
1.2031851106729789e-07,0.013915985696523865,4.634353275083437e-07,0.004655705840303002
1.8369431254216498e-07,0.009184186220146554,5.861581535918821e-07,0.0003766852648393205
1.5215484566389076e-07,0.020890737138146664,6.699391406449668e-07,0.009211080665071118
1.3766851822861505e-07,0.011937127047228666,4.5006168707954616e-07,0.003268358975009048
3.2813200292710215e-07,0.01377101950866301,6.106632466345228e-07,0.0046625692308925205
1.6248589641142564e-07,0.0136239034290657,4.765781536631566e-07,0.0062289960378132435
2.5065109999333206e-07,0.019872690012823654,7.105589704364599e-07,0.012838307946519618
2.6133747039308906e-07,0.01858547070801068,6.608831184381416e-07,0.01444191790775842
1.371469826138458e-07,0.012260033660957459,4.4835791355809177e-07,0.006372378540463578
1.790185158127463e-07,0.0181208112590126,5.975495831270026e-07,0.009355679438268458
2.037957406609598e-07,0.022516471122479786,5.795038246695165e-07,0.01314561429499264
2.007271236113057e-07,0.010181576722597677,6.661133075438289e-07,0.003430101301192412
3.278365726770702e-07,0.0113555763700245,6.213197888336951e-07,0.0011900157131233338
2.2694207256302467e-07,0.021451320769399224,5.589474583123138e-07,0.01722353066586009
1.7322071782878147e-07,0.009116219035202516,4.98595067193973e-07,0.0036600293467310757
0.0,0.02215972156035781,2.1513419917026745e-07,0.013597548713016728
1.9517620243121528e-07,0.00962899655812547,5.913643695427348e-07,0.0
1.829106571051973e-07,0.022382148004201054,5.754908842418039e-07,0.01725458773350622
1.237497699587413e-07,0.017377494260703435,4.899954019465383e-07,0.009483453346691243
1.973784755774153e-07,0.015107097439485349,5.389606191790349e-07,0.0097608881781679
1.0281173327623831e-07,0.017206448834697383,3.2289962933757565e-07,0.006524307320387078
1.3313727085573484e-07,0.012511382544832101,4.5557534813343937e-07,0.003703914790200751
1.8210906155816172e-07,0.02113703355855929,5.125656653419951e-07,0.013468664192473188
1.0746281341329826e-07,0.019757675029088925,3.9063367370782063e-07,0.012167937744624806
1.408828731072908e-07,0.011920020637686303,4.90007212424327e-07,0.003393851266815604
4.376531031666702e-08,0.011499918260417918,4.5105876757361764e-07,0.0049951156810739755
3.3128606328227337e-07,0.020574130378184386,8.910806906511613e-07,0.010884490821876664
1.593096679251814e-07,0.01707353455889346,5.429919786480651e-07,0.009127043914813308
2.7210098723150765e-07,0.013734686498656765,6.643205869574501e-07,0.00628307434735537
1.3785701291499906e-07,0.013875204451890243,4.959165505036641e-07,0.007166155952381276
3.1098676337875996e-07,0.01228716998385303,4.792783258363642e-07,0.0059496000800148795
2.2161675797683655e-07,0.026633124074677814,5.846081621061558e-07,0.016836056016110136
1.1764940820643348e-07,0.01960589715674308,4.895661626756691e-07,0.009037385926244769
2.2716492559579644e-07,0.01672804255657197,8.463345389165377e-07,0.011456930279386202
2.3510837061251036e-07,0.017004834307588867,5.810352870769544e-07,0.009952663632789578
1.2777197039856382e-07,0.017297798797680668,5.245185439838599e-07,0.008209405761563078
1.9503579555195004e-07,0.009841705397713072,5.571836945828472e-07,0.005085818824130423
1.7663728699240545e-07,0.009528888912946041,4.221081103558358e-07,0.0020685708276136274
2.481779507066712e-07,0.009184073084438627,7.314857957356372e-07,0.0037276141040811237
2.4639316305276196e-07,0.015483380946522372,6.894812255868741e-07,0.007932336930797226
1.567992702648845e-07,0.015268718093781452,6.039103334101641e-07,0.011472907520093865
1.8054998076959978e-07,0.01727804038889271,4.526999636531408e-07,0.012906844531205119
2.75607221268005e-07,0.01787473776211901,7.856642869903677e-07,0.009727442191172131
1.490189473320607e-07,0.012532143459358753,3.704979223738182e-07,0.0066843293844254656
2.6379426094143387e-07,0.009452505499294207,6.898971817148789e-07,0.002990141814039342
2.4088527783929567e-07,0.020715831692978547,8.319870989800996e-07,0.01561607764355854
2.6341541948647497e-07,0.0077946491235073015,5.272157599225982e-07,0.0
9.730908600758908e-08,0.011185447534742985,4.047605650287377e-07,0.004799716290111656
1.50673401635178e-07,0.019939769134341343,5.266463130043896e-07,0.01425558664914861
1.1190088033989496e-07,0.012750470810645738,4.258163047732966e-07,0.0017587667058094666
2.692001579215059e-07,0.008172100119778968,4.7536739711658877e-07,0.0
9.533298249239134e-08,0.014010637904226379,4.6810711928787665e-07,0.0024904870928629027
1.9636416995780196e-07,0.01616766433047047,4.5278015579138e-07,0.007981854850232275
2.0027366638983894e-07,0.006949749182117375,6.147224577164969e-07,0.0006233464256751682
2.2387640174462302e-07,0.013379182249487002,4.949936713039633e-07,0.008531366305277725
5.322897865587245e-08,0.014269879841171496,5.78425715086814e-07,0.006731225537050711
1.1800648451717043e-07,0.019276496166930203,4.031347769270541e-07,0.014666550538450226
2.647628029422238e-07,0.016489406603604772,5.973444537838119e-07,0.006211054486725296
2.1168709678620318e-07,0.008684964075728111,6.611117345602311e-07,0.0
1.8997017078869504e-07,0.015410110722978392,4.2904246770208013e-07,0.007627210692189234
2.6925040154734483e-07,0.01809189299388075,6.583739070377153e-07,0.011137221745141571
2.534538733121688e-07,0.007786750156703218,7.536690731614677e-07,4.690496106309495e-05
3.132185822447152e-07,0.01568115506531196,5.135394671880074e-07,0.0041078569136414
1.9306918265632715e-07,0.02059637899508689,5.777861890648829e-07,0.01275022885697957
2.932493185409327e-07,0.015137994596741986,6.857089060251978e-07,0.0050021326772703885
1.7330891772540105e-07,0.007351922928756495,6.194724324276534e-07,0.0009353339044725585
1.7010638640101134e-07,0.013903567792820773,4.0855243655098465e-07,0.006915988428827886
2.2604402204621632e-07,0.01775777091467158,4.5589790790869904e-07,0.008308794035849129
2.3371613736682172e-07,0.015209161891596568,6.531397113129787e-07,0.006562790943371623
8.610942806249242e-08,0.0100871481354581,4.823865354009174e-07,0.00041334714719262755
1.9524170927722681e-07,0.017342249699774197,5.867351382202456e-07,0.009545914153189387
2.0131421298830221e-07,0.02211450610798728,6.026807669237993e-07,0.016235740582539113
2.64985710221689e-07,0.013511195597059707,5.60735489444844e-07,0.003975844613470262
2.1791633158054353e-07,0.009329439021286141,6.075330811932537e-07,0.002600811450108869
1.2304877573003187e-07,0.011922681101130149,5.189233454792004e-07,0.003245430161206573
3.316658990347667e-08,0.01609366310065315,3.2538439584648293e-07,0.006921646524582116
2.822258062213265e-07,0.014650664376155626,8.399202465118432e-07,0.006770771291645012
2.8427451957023277e-07,0.014477771534094967,6.987480556384185e-07,0.004849132155391671
2.063317220375272e-07,0.007569114128066787,4.494745462933244e-07,0.0
2.201288950161351e-07,0.01842332933798421,6.534030921891429e-07,0.008488285428700903
2.4546231597076557e-07,0.01858597999011863,5.108939877984692e-07,0.014609262998071625
1.0091431314620222e-07,0.019418196040011635,5.47619222699439e-07,0.011806383912469624
1.0627297649552703e-07,0.024054812040289267,5.912037269743597e-07,0.01505828451706146
1.9487276195017054e-07,0.019227903248538774,4.761498733997956e-07,0.011952791769917096
8.353985847436567e-08,0.011045328917901689,5.483839139991557e-07,0.003155455014710944
2.095703034303647e-07,0.0163361521870073,6.177620229028888e-07,0.00824159819417654
1.8190961257357197e-07,0.02289338962740128,6.32213258472676e-07,0.016372227885573545
9.406135323903537e-08,0.011360677329259683,6.549473739581514e-07,0.005109569271489723
2.632874368051447e-07,0.018636249836311146,6.037582360017356e-07,0.00995854008862614
1.2587017389754218e-07,0.00896474858592727,4.140355691491155e-07,0.00020166168117932357
2.2050206410328002e-07,0.0016566000415570593,4.946968401407435e-07,0.0
2.0254146734551568e-07,0.012378031365760647,4.843198764299549e-07,0.0003629759301572947
1.7488802472759374e-07,0.009719214652492878,5.326743000110339e-07,0.0
1.1738583328761082e-07,0.021897284377454508,5.182074422877646e-07,0.016794219603056618
1.7221840108127208e-07,0.015976088973423053,5.664074129198715e-07,0.01139695074047982
1.795128757660894e-07,0.02203063587354092,6.303436511439651e-07,0.013883204860194993
9.425475799718739e-08,0.013463334867687669,4.613120539479318e-07,0.006871316585713562
1.9082618685346987e-07,0.013285163164350144,7.061040141718822e-07,0.006193308296583882
8.217683297175252e-08,0.01358531433515748,4.2066501800911603e-07,0.011707660582479316
5.297349914110008e-08,0.012869541166270688,6.985790816621318e-07,0.007300565748758214
3.076605743895386e-07,0.014426604573689453,7.377567946698957e-07,0.006507360058466388
1.6864115360720116e-07,0.013986366620251864,4.461652221030206e-07,0.004507885153865229
2.7325855312275444e-07,0.020876643359330555,5.287908140448408e-07,0.010171858752122453
7.516797752991788e-08,0.016605332518165653,4.905304562080874e-07,0.009310408434830778
2.4388292841862805e-07,0.021452175244485686,5.866096884306515e-07,0.012348966081852238
1.8928487889317176e-07,0.021704198370318444,6.284699525985144e-07,0.011346431640852228
1.0825406047506988e-07,0.015098829962994532,5.226663447777781e-07,0.006202441694127021
1.2371375862158297e-07,0.02000456041705619,4.819396743464203e-07,0.010288681386565999
1.3730458714806494e-07,0.015098639044598053,4.1589502100706653e-07,0.010598956250758951
1.216648432432029e-07,0.022339377667658936,3.3151731571214533e-07,0.01632213371182777
2.62672136297747e-07,0.014549982428995446,5.824484124435087e-07,0.006856713548205807
2.1903754586336832e-07,0.01449384379097914,6.728743933658053e-07,0.0096038020400619
1.5747094778790291e-07,0.01871620701618119,5.45219167203688e-07,0.011183720019572182
2.686505237506771e-07,0.017042017655713743,5.061923441324109e-07,0.007741114432009992
2.685599247485907e-07,0.012709309496150073,6.520985057216989e-07,0.007900618514538082
1.1595082138748385e-07,0.010401633363692068,5.213167368953633e-07,0.00373868849016319
2.217164615273028e-07,0.012083140983965755,4.964933020128049e-07,0.0024507263968365847
2.2980427566558237e-07,0.014709418055827502,6.113409909434438e-07,0.006672572552586209
2.3003780039987256e-07,0.016150935966474916,6.017465577506752e-07,0.006823027466575418
1.634437568273853e-07,0.008994698131758232,4.1155972404161734e-07,0.0
2.0481371855396607e-07,0.013094293193567216,6.073469905826885e-07,0.007160958193213541
4.385100069629916e-08,0.011268508908028364,4.6727123944542956e-07,0.007187591016710527
1.4889847865944752e-07,0.014052468666693723,6.260562534885318e-07,0.003739326488344543
2.909640590243069e-07,0.013099795848084773,7.65112299809513e-07,0.006482178363462446
1.2059335001206847e-07,0.0110621888041072,3.4456044971668966e-07,0.0021581332710381897
2.2856974058581672e-07,0.007951123714330242,4.977936979210018e-07,0.0
1.8442051051128174e-07,0.003474766562069888,6.031334753989857e-07,0.0
2.238130989720816e-07,0.011742330456090392,6.423975180853846e-07,0.0024363280723174383
2.2363475763563186e-07,0.011000584429217381,6.423490003602581e-07,0.0034137504447759115
2.248149648092271e-07,0.012929405779811429,9.869531671462958e-07,0.003685651807282876
1.685666127294395e-07,0.015682585086190574,5.930266854940413e-07,0.008513875808668735
1.4772161295133338e-07,0.014316840014001042,6.302827462809235e-07,0.00654394322088328
3.0009777275720633e-07,0.018194091285100772,7.639772726218976e-07,0.010065665995173428
1.8006798270893546e-07,0.014629892412923695,6.1281100997537e-07,0.005241798936678088
2.510722564700753e-07,0.009895362858416808,5.84352783817787e-07,0.0011304803374309544
1.2637083800419759e-07,0.015360997491293498,5.701828742933833e-07,0.009105901988749263
1.3977793617665455e-07,0.010125930074999236,4.25979203732985e-07,0.0033914068670727066
1.1407705451765304e-07,0.014996269190504247,4.5542959535770133e-07,0.005476311952617514
7.646799076203123e-08,0.017247210032929138,3.922470223022329e-07,0.009756103088807545
1.5395578718911207e-07,0.0165367482082424,5.280995482855157e-07,0.010274108998429676
1.1719312050020886e-07,0.009690482013406526,7.210745421805514e-07,0.0
2.993681864190923e-07,0.014718468463473133,4.729593528232959e-07,0.008063907645907944
3.339052771666193e-07,0.020391208403377003,7.702360706279406e-07,0.011464580373774834
